fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,Distance
4.9,-73.97778000000001,40.763656,-73.989486,40.772966,1,1430.27
7.3,-73.971075,40.787833,-73.94495699999999,40.784302,5,2239.13
25.7,-73.944815,40.834367,-73.98933199999999,40.72192,4,13040.42
7.7,-74.004184,40.712975,-73.988385,40.725102,1,1896.17
10.5,-73.982085,40.771387,-73.95961,40.769445000000005,1,1909.7
11.0,-73.991186,40.741393,-74.00971,40.716455,2,3180.89
39.5,-73.78808000000001,40.642187,-73.865042,40.725997,4,11355.49
8.1,-73.98869,40.751273,-73.95881,40.764643,3,2927.56
5.7,-74.010863,40.710813,-74.001205,40.718745,1,1200.77
6.9,-73.96869699999999,40.754998,-73.987302,40.73594,1,2635.93
7.7,-73.96837,40.759005,-73.979105,40.77757,3,2252.06
29.0,-73.9926,40.753172,-73.908508,40.816192,1,9967.93
15.7,-73.97336,40.786952,-73.97281,40.743548,1,4820.21
9.0,-73.970164,40.765016,-73.962801,40.77478,1,1249.84
4.9,-73.987139,40.753038,-73.97779399999999,40.751834,1,800.42
5.4,-73.994222,40.751229,-73.99833100000001,40.744342,1,839.84
3.3,-73.982371,40.765501,-73.985248,40.762808,1,385.28
8.9,-73.977137,40.779272,-73.970457,40.757972,1,2431.66
17.0,-73.9939,40.751714,-73.958575,40.76039,1,3134.74
12.0,-73.97952270507811,40.72731018066406,-73.98487854003906,40.760650634765625,1,3729.95
56.8,-73.993498,40.764686,-73.993498,40.764686,1,0.0
13.5,-73.96204300000001,40.805372,-73.988447,40.770140000000005,1,4502.71
7.7,-73.983052,40.776055,-73.97409300000001,40.763797,1,1557.27
13.3,-73.9859,40.7277,-73.9825,40.7719,1,4916.76
14.9,-73.997385,40.720822,-73.955628,40.782252,1,7679.3
7.5,-73.937809,40.850558,-73.94445400000001,40.834959000000005,1,1820.67
16.9,-73.986593,40.759143,-74.001767,40.72012,1,4519.02
11.0,-73.958903,40.815239,-73.980862,40.78261,1,4069.83
6.5,-73.990305,40.756175,-74.00367800000001,40.759173,1,1177.3
6.5,-73.968111,40.765625,-73.980863,40.75916,1,1294.14
5.3,-73.98973000000001,40.734507,-74.001847,40.740387,1,1214.05
4.1,-73.954332,40.77406,-73.952558,40.766325,2,871.93
9.0,-73.97213745117188,40.7498893737793,-73.98185729980467,40.73242568969727,1,2105.94
17.3,-73.975307,40.757499,-74.010737,40.711715000000005,3,5899.72
6.5,-73.997925,40.749805,-74.003443,40.754337,2,685.88
20.0,-73.977453,40.785215,-73.98595,40.734955,1,5627.26
13.0,-73.993619,40.749808,-73.992512,40.756546,2,754.07
6.0,0.0,0.0,0.0,0.0,1,0.0
5.5,-73.968242,40.762112,-73.979687,40.765432,1,1034.3
15.5,-73.98994499999999,40.733990000000006,-73.95831,40.780797,1,5844.15
8.5,-73.99765014648438,40.73622131347656,-73.9818115234375,40.76134872436523,2,3094.42
7.5,-73.99793299999999,40.756223,-73.98152900000001,40.742386,1,2068.9
6.9,-73.94945799999999,40.773348,-73.964993,40.76659,5,1511.1
21.0,-73.95431518554686,40.76970291137695,-73.9901351928711,40.75743865966797,1,3316.97
4.1,-73.99455400000001,40.721011,-73.989079,40.722964000000005,2,510.89
5.7,-73.99096800000001,40.72757,-73.99136999999999,40.74472,1,1904.79
19.3,-74.013173,40.704148,-73.984285,40.754962,1,6147.93
17.3,-73.995721,40.767201,-73.951222,40.723918,4,6101.44
12.0,-74.010142,40.719717,-74.013625,40.702315000000006,1,1954.75
11.3,-73.98149599999999,40.768334,-73.95610400000001,40.804763,1,4578.1
9.7,-73.94984000000001,40.796042,-73.962738,40.759112,3,4243.14
4.9,-73.98698900000001,40.7208,-73.976607,40.722857,1,906.41
11.0,-73.96671295166014,40.80403518676758,-73.93840026855469,40.79726791381836,1,2504.66
3.5,-73.97534942626955,40.75249099731445,-73.97386169433594,40.7488899230957,2,419.17
26.1,-73.97613199999999,40.744211,-73.90495,40.876687,2,15890.26
8.1,-73.982543,40.731653,-73.954875,40.768787,5,4739.69
49.57,-73.97505799999999,40.78882,-73.97505799999999,40.78882,1,0.0
7.7,-73.987383,40.721255,-73.95473299999999,40.730683,1,2950.37
5.3,-73.971503,40.760135,-73.961437,40.768975,1,1298.48
4.5,-73.98192,40.761172,-74.016152,40.704765,1,6899.18
7.3,-74.008325,40.725947,-73.988232,40.720322,1,1808.86
6.5,-73.99260500000001,40.733957,-73.980698,40.742135,1,1355.1
5.3,-73.986465,40.755052,-73.996115,40.744817,3,1398.57
9.3,-73.95770999999999,40.765555,-73.97005899999999,40.762758000000005,1,1087.96
6.1,0.0,0.0,0.0,0.0,1,0.0
3.7,-73.97645899999999,40.744077,-73.983699,40.734203,1,1255.5
4.0,-73.950582,40.786452,-73.9575,40.776686,1,1231.74
9.5,-73.97843170166014,40.75239944458008,-74.00042724609375,40.74211883544922,1,2180.42
4.5,-73.990055,40.756413,-73.983047,40.756727000000005,3,592.81
3.3,-73.982326,40.731314000000005,-73.989649,40.734398,1,707.08
30.9,-73.995888,40.759078,-73.86500500000001,40.770452,1,11122.87
26.9,-73.990137,40.756007,-73.929361,40.774553,1,5529.37
9.0,-73.95828,40.7689,-73.97351,40.782907,5,2018.05
4.1,-73.977633,40.753166,-73.981589,40.757359,1,573.07
14.9,-73.96221800000001,40.640218,-73.96804300000001,40.640505,1,493.77
6.5,-74.00054499999999,40.737462,-74.00954499999999,40.713217,5,2797.68
43.0,-73.86270141601562,40.76895904541016,-73.99909210205078,40.74182891845703,2,11905.1
8.0,-73.984463,40.742792,-73.97735,40.761375,5,2149.27
6.0,-73.95018768310547,40.71929550170898,-73.94046020507811,40.724212646484375,1,986.72
4.0,-73.988752,40.758687,-73.98508000000001,40.773772,1,1703.63
3.7,-73.984218,40.732007,-73.979443,40.727617,5,632.75
10.1,-73.99268000000001,40.768321,-74.00233,40.746864,2,2518.27
18.0,-73.95474243164062,40.68746948242188,-73.98821258544923,40.73051071166992,1,5553.81
5.7,-73.988433,40.737176,-73.981018,40.747329,1,1289.75
6.5,-73.964187,40.757303,-73.98338199999999,40.743835,1,2205.59
35.3,-73.77674300000001,40.645374,-73.91340799999999,40.745943,1,16067.07
6.1,-73.997893,40.735897,-74.00654300000001,40.746245,5,1361.73
4.9,-73.98575799999999,40.753255,-73.98142,40.746513,1,833.52
6.1,-73.9956,40.754782,-74.002493,40.734401,1,2336.97
10.0,-73.976022,40.76004,-73.982853,40.74504,1,1762.8
10.5,-73.98860400000001,40.778445,-73.99493100000001,40.749954,1,3208.69
8.9,-73.997975,40.720503,-74.001847,40.737797,1,1948.13
6.5,0.0,0.0,0.0,0.0,1,0.0
13.0,-74.006395,40.749657,-73.978468,40.753897,5,2404.98
6.9,-73.990318,40.737122,-73.97627,40.744955,1,1471.23
9.7,-73.982613,40.771843,-73.978862,40.754318,2,1971.74
10.1,-73.980253,40.765255,-73.974253,40.731925,2,3735.79
9.7,-73.954797,40.767289,-73.974788,40.754888,1,2178.49
5.3,-73.956158,40.781593,-73.966138,40.773645,1,1220.17
5.7,-73.991201,40.750336,-73.977786,40.752390000000005,1,1155.64
7.5,-73.97513199999999,40.73302,-73.977113,40.752058,1,2120.76
10.5,-73.995627,40.749295,-73.965087,40.77161,1,3576.43
6.1,-73.985523,40.760627,-73.98918499999999,40.774452,1,1566.08
6.5,-74.00299072265625,40.73112869262695,-74.00541687011719,40.74004364013672,1,1010.98
7.7,-73.962497,40.76308,-73.98472,40.736343,1,3512.55
6.9,0.0,0.0,0.0,0.0,2,0.0
6.1,-74.001561,40.735996,-73.986623,40.74737,2,1785.29
8.9,-74.008055,40.711553,-73.997185,40.679587,1,3666.73
9.0,-73.978163,40.74563,-73.952042,40.773192,2,3772.68
15.0,-73.994126,40.750917,-73.949428,40.781336,1,5064.93
15.0,-73.98861694335938,40.74912643432617,-73.95635986328125,40.747520446777344,4,2730.08
12.9,-74.010698,40.710985,-73.991138,40.750717,1,4711.44
7.5,-73.976543,40.788207,-73.954575,40.777842,1,2182.52
9.5,-74.006591796875,40.74441146850585,-73.9863739013672,40.74319076538085,2,1712.98
5.3,-73.965744,40.754379,-73.9672,40.765067,1,1193.25
8.0,-73.99436950683594,40.74667739868164,-73.97766876220702,40.73911666870117,1,1641.54
11.3,-73.944435,40.778137,-73.980463,40.782295,3,3076.12
38.54,-73.86276245117188,40.76879119873047,-73.9787368774414,40.7530403137207,6,9947.69
6.1,-73.968942,40.785745,-73.963131,40.774204,1,1372.29
18.0,-73.98103332519531,40.75872802734375,-73.95498657226562,40.73442077636719,2,3482.16
6.0,-73.98799133300781,40.7493782043457,-73.98880767822266,40.75851821899415,1,1017.33
12.5,-73.991377,40.70255,-73.999735,40.734407,1,3607.47
16.5,-73.98715200000001,40.750756,-73.90238000000001,40.741637,1,7230.86
5.5,-73.97497800000001,40.762812,-73.981365,40.756102,1,919.84
13.7,-73.992956,40.754508,-73.99911800000001,40.722575,1,3584.12
8.9,-74.00662,40.704113,-74.009975,40.735007,1,3442.42
4.0,-73.94662475585938,40.77677917480469,-73.95352935791014,40.7799072265625,5,678.52
4.9,-73.976452,40.780742,-73.98034200000001,40.770673,2,1165.38
4.9,-73.968681,40.754807,-73.97859,40.756029,1,847.7
8.5,-73.95854200000001,40.780734,-73.975443,40.777022,2,1485.07
3.7,-73.980351,40.780344,-73.980011,40.785561,1,580.06
6.5,-74.01512199999999,40.715795,-74.008495,40.72814,5,1480.82
4.9,-73.97646999999999,40.735987,-73.981563,40.728817,1,905.02
9.3,-73.95428199999999,40.764102,-73.973425,40.782708,1,2623.15
29.0,-73.8709,40.7738,-73.98174200000001,40.767455,1,9384.46
6.5,-73.985129,40.778954,-73.98058499999999,40.765687,1,1522.42
8.2,-73.98349,40.765833,-73.96135100000001,40.768866,1,1899.31
11.0,-73.988536,40.753911,-73.989873,40.726236,3,3075.35
4.5,-73.992937,40.75778,-73.992937,40.75778,1,0.0
4.5,-73.992667,40.753087,-73.986788,40.761582,5,1066.01
9.0,-73.997222,40.763667,-74.01061700000001,40.730022,3,3903.76
14.5,0.001782,0.0073799999999999,0.000875,0.00567,1,214.35
5.0,-73.97274,40.798322,-73.961262,40.806462,1,1324.87
7.3,-73.989391,40.752278,-73.972785,40.74995,1,1426.02
9.5,-73.98402404785155,40.72166061401367,-74.01074981689453,40.716812133789055,1,2321.39
7.5,-74.00408172607422,40.74240112304688,-73.98440551757811,40.74317169189453,1,1664.08
7.7,-73.97444499999999,40.764015,-73.983595,40.744184,2,2333.84
9.7,-74.007912,40.73873,-73.97750500000001,40.761727,1,3621.62
15.0,-74.00211334228516,40.75183868408203,-73.9917221069336,40.72645950317383,1,2951.84
8.0,-73.99575899999999,40.759149,-73.991388,40.750227,3,1057.3
13.7,-73.985623,40.763017,-74.009812,40.719408,5,5256.07
6.0,-73.98212432861328,40.75581741333008,-73.9708251953125,40.7557487487793,1,954.19
7.7,-73.977147,40.789653,-73.954115,40.773782,5,2624.14
10.5,-73.981387,40.758807,-73.947467,40.779305,1,3658.26
22.0,-73.983363,40.744282,-73.973965,40.795451,1,5737.42
7.5,-73.97287,40.76444,-73.98841999999999,40.76914,1,1412.84
11.5,-73.96995544433594,40.78917694091797,-73.9461669921875,40.77772903442383,5,2376.59
4.5,-73.98613,40.763425,-73.977522,40.765007,5,747.74
8.1,-73.96494,40.775277,-73.975652,40.791703000000005,1,2035.91
14.5,-73.954252,40.7665,-73.989683,40.736847,1,4449.32
18.0,-73.96534399999999,40.806353,-73.97635799999999,40.750622,1,6258.36
8.1,-73.982563,40.727365,-73.953233,40.777548,1,6098.43
4.5,-73.99502700000001,40.744631,-74.000213,40.7352,1,1135.22
3.3,-74.001113,40.741735,-73.998253,40.745095,3,444.49
19.7,-73.963411,40.798469,-74.00077900000001,40.729345,1,8299.32
8.1,-73.981785,40.763397,-74.004152,40.742437,1,2997.58
6.5,-73.972497,40.75278,-73.95885,40.763898,3,1688.88
14.5,-74.005477,40.738575,-73.97272199999999,40.756735,5,3423.37
24.0,-73.98155799999999,40.783752,-73.900931,40.893366,1,13943.33
10.5,-73.96593,40.805358,-73.949923,40.778868,1,3237.1
8.9,-73.95208000000001,40.790119,-73.963637,40.79809,1,1317.15
14.1,-74.00019,40.718336,-73.956801,40.764745,1,6323.83
6.1,-73.965017,40.764308,-73.98105699999999,40.760887,1,1406.63
7.3,-73.98478399999999,40.736512,-73.976727,40.751746,1,1823.45
23.0,-73.863088,40.769212,-73.95195,40.729382,1,8711.13
5.3,-74.00921,40.706383,-74.009173,40.716762,1,1152.57
45.0,-73.971663,40.757812,-73.789273,40.64179,1,20090.16
20.1,-73.990166,40.756562,-73.92326800000001,40.825475,2,9510.25
5.7,-74.001563,40.739345,-74.008126,40.723898,1,1802.74
3.7,-73.97430200000001,40.761193,-73.97194300000001,40.759643,5,263.26
5.5,-73.985698,40.748747,-73.974357,40.744135,1,1086.16
6.1,-73.978788,40.755519,-73.975802,40.765463,1,1132.69
8.5,-73.959753,40.777137,-73.96654699999999,40.804235,1,3063.38
4.1,-73.959427,40.774613,-73.952647,40.780213,5,845.17
8.0,-73.99208068847656,40.75920867919922,-73.98408508300781,40.78045654296875,1,2454.23
9.5,-73.995559,40.695197,-73.97470200000001,40.687741,1,1947.71
17.5,-73.97411,40.750564,-73.88238,40.755801,1,7768.24
4.1,-73.959091,40.799481,-73.96740600000001,40.802026,1,756.47
15.7,-73.9773,40.7519,-74.0125,40.7015,1,6337.82
5.3,-73.93431700000001,40.797407,-73.91787099999999,40.807013,1,1750.42
9.7,-74.012526,40.707816,-73.98754699999999,40.744759,2,4613.41
8.9,-74.00739200000001,40.733257,-73.987243,40.729388,4,1755.49
9.5,-73.978083,40.788452,-73.979435,40.771332,1,1904.59
29.5,-73.99119,40.750195,-74.006843,40.705932,3,5090.12
18.0,-73.99681854248048,40.73598861694336,-73.9678192138672,40.79391860961913,1,6883.3
23.7,-73.953172,40.787591,-74.01467099999999,40.709887,1,10071.48
6.0,-73.993362,40.733317,-73.995473,40.740992,1,870.75
24.0,-73.97833,40.76347,-73.96477,40.80675,1,4940.64
49.8,-73.992122,40.748577,-73.806072,40.665272,1,18242.12
3.7,-73.983436,40.746818,-73.988475,40.73988,1,880.19
4.9,-73.982445,40.775478,-73.988803,40.763712,1,1412.57
7.7,-73.97313,40.764152,-73.987082,40.748315000000005,1,2116.85
7.3,-73.993193,40.749672,-74.00768199999999,40.731123,5,2395.97
4.1,-73.962199,40.776363,-73.971793,40.765764,1,1428.79
7.0,-73.97203,40.75652,-73.98601,40.75225,2,1272.23
9.7,-73.98963,40.735626,-73.985599,40.763121000000005,1,3072.21
4.5,-73.992378,40.728833,-73.988072,40.73502,1,777.41
12.5,-73.980224609375,40.735176086425774,-74.01091766357422,40.70179748535156,1,4523.77
7.3,-73.968164,40.800219,-73.95713,40.786022,1,1831.07
4.1,0.0,0.0,0.0,0.0,5,0.0
4.0,-73.93495300000001,40.800987,-73.94103199999999,40.798385,5,588.78
7.7,-73.97550600000001,40.75789,-73.96085,40.774992,1,2266.73
12.9,-73.992457,40.72877,-73.9608,40.7782,1,6105.55
8.0,-73.975213,40.757695,-73.99458,40.750235,2,1833.34
6.5,-73.999166,40.739403,-73.988351,40.743763,1,1033.85
11.5,-73.9706802368164,40.75807189941406,-74.00410461425781,40.74281311035156,1,3292.28
7.3,-73.961613,40.77709,-73.96409,40.799774,1,2527.71
7.3,-73.992758,40.737167,-73.97065500000001,40.756222,5,2821.76
14.1,-73.982623,40.772747,-74.004793,40.729552000000005,1,5149.21
4.5,-73.977202,40.790112,-73.981512,40.781237,1,1050.57
5.5,-73.96889499999999,40.764276,-73.97819100000001,40.759646,2,938.33
8.9,-73.98778,40.738603000000005,-73.964832,40.770175,1,4005.96
15.0,-73.96563,40.761996,-73.96449799999999,40.792631,2,3403.35
4.1,-73.98353399999999,40.752177,-73.979711,40.744552,1,906.22
10.5,-73.98123931884766,40.75287628173828,-73.99527740478516,40.72617721557617,6,3193.21
8.5,-73.968162,40.79208,-73.95452399999999,40.778969,1,1856.07
8.1,-73.96973,40.756707,-73.988013,40.764767,1,1784.5
9.7,-73.98392199999999,40.755333,-73.996402,40.727303000000006,1,3286.34
4.9,-73.978252,40.754508,-73.985235,40.762977,3,1110.04
8.0,-73.970091,40.758928,-73.960977,40.770837,1,1530.08
13.7,-74.002136,40.750918,-73.95666,40.788512,2,5671.86
10.5,-73.98741912841797,40.73284912109375,-73.97187042236328,40.747169494628906,2,2062.46
10.5,-73.969433,40.757445,-73.992628,40.737392,1,2965.87
12.0,-73.959571,40.76283,-73.975622,40.760601,1,1377.72
5.0,-73.988312,40.724045,-73.981047,40.73623,1,1485.81
7.3,-73.982333,40.76893,-73.993554,40.747,1,2613.15
17.0,-73.984753,40.737152,-73.944553,40.700412,2,5308.71
7.0,-74.002865,40.733287,-74.0095,40.715502,1,2053.01
7.3,-73.96198299999999,40.810355,-73.976615,40.786607,2,2911.99
7.7,-73.983361,40.761332,-73.97296300000001,40.780317,1,2283.74
24.0,-73.989998,40.76197,-73.99075699999999,40.70026,1,6853.12
4.9,-73.98602199999999,40.76803,-73.976668,40.760718,1,1132.74
13.0,-73.993753,40.762232,-73.988392,40.727412,1,3893.15
5.5,-73.982129,40.772748,-73.977427,40.784339,1,1346.99
5.7,-73.980482,40.785602,-73.968586,40.799888,3,1877.46
9.3,-73.983086,40.735028,-74.008471,40.720085,1,2711.58
6.5,-73.995037,40.739985,-73.978383,40.762292,2,2848.59
5.0,-73.99124145507811,40.7497444152832,-73.98625183105469,40.744155883789055,1,750.15
17.0,-73.952872,40.791805,-74.00325699999999,40.732767,1,7815.52
5.5,-73.945415,40.77833,-73.955122,40.77777,1,821.79
4.9,-73.982557,40.771522,-73.989135,40.774365,2,638.81
23.0,-73.962038,40.810655,-73.969157,40.756785,1,6012.35
7.5,-73.98042099999999,40.720552000000005,-73.984562,40.729687,1,1073.06
4.9,-73.98611,40.74594,-73.991732,40.735342,1,1269.08
9.5,-73.98890686035155,40.69222259521485,-74.00469970703125,40.716133117675774,1,2971.78
14.0,-73.993047,40.742667,-73.972472,40.764817,1,3011.52
16.9,-74.000457,40.742486,-73.923371,40.761095000000005,1,6830.04
6.1,-73.983981,40.780489,-73.96794,40.797363,1,2311.8
7.5,-73.990973,40.7508,-74.005892,40.73016,1,2615.61
12.5,-73.962456,40.77,-73.98790699999999,40.741126,1,3860.1
4.0,-73.96253204345702,40.767391204833984,-73.95326232910156,40.7646598815918,2,839.38
6.5,-73.98469300000001,40.759112,-73.994667,40.740517,2,2230.15
19.5,-73.992405,40.724391,-73.970332,40.783869,1,6862.96
7.3,-73.988247,40.724833,-74.006518,40.738588,1,2171.5
9.0,-74.003345,40.726957,-74.0045,40.747265000000006,5,2257.29
9.3,-73.993808,40.751740000000005,-73.981047,40.767624,1,2066.99
3.5,-73.953837,40.775171,-73.95640300000001,40.771586,1,453.23
11.7,-73.98865,40.76403,-74.010412,40.720292,1,5193.22
7.3,-74.00075600000001,40.725835,-74.006186,40.743811,2,2048.23
5.5,-74.016038,40.715462,-74.01128,40.72159,5,790.38
15.0,-74.006209,40.714462,-73.990402,40.66524,1,5626.94
6.5,-74.004083,40.742094,-73.985253,40.735788,1,1737.84
9.3,-73.987011,40.776157,-73.994649,40.750440000000005,1,2927.77
15.0,-73.97685,40.764368,-73.91137900000001,40.747178000000005,1,5848.98
6.5,-73.970823,40.798273,-73.95598199999999,40.787948,1,1698.1
5.0,-73.97303000000001,40.752042,-73.977175,40.745387,5,817.75
13.5,-73.97331700000001,40.750867,-73.991122,40.747067,1,1561.79
6.5,-73.983035,40.744606,-73.97535400000001,40.761604,1,1995.95
5.7,-73.970607,40.763045,-73.95798,40.776922,1,1873.84
34.25,-73.862659,40.769994,-73.986561,40.74296,2,10884.97
4.5,-73.98495799999999,40.670825,-73.98461,40.664137,1,743.27
7.7,-73.975358,40.777341,-73.953388,40.788407,1,2224.71
39.33,-73.98331,40.76596,-73.865664,40.770846,2,9947.54
5.7,-73.971488,40.754987,-73.980705,40.746197,1,1248.48
7.7,-73.981137,40.740717,-73.97916500000001,40.765022,1,2704.18
10.0,-73.98679,40.761328000000006,-73.961224,40.760216,1,2162.29
6.9,-73.992077,40.729163,-73.97976,40.74491,1,2034.78
45.0,-73.959275,40.759352,-73.78990999999999,40.646942,1,18991.93
17.7,0.0,0.0,0.0,0.0,1,0.0
7.3,-73.99079300000001,40.750895,-73.974758,40.741923,5,1681.28
4.5,-73.956615,40.767603,-73.965367,40.769688,2,774.35
18.5,-73.971212,40.76246,-74.00549699999999,40.709082,1,6597.21
8.9,-73.988975,40.748182,-74.00151,40.724912,2,2792.62
4.9,-74.00435,40.751103,-74.004582,40.752137,2,116.48
19.3,-73.995176,40.750516,-73.971411,40.680955,1,7981.37
6.5,-73.987447,40.733067,-74.002172,40.740632,1,1500.93
6.5,-73.98507690429686,40.73244857788085,-73.9961166381836,40.73833847045898,2,1139.04
10.5,-73.982832,40.770589,-73.980315,40.754798,1,1766.41
16.0,-73.962799,40.711994,-73.983766,40.679293,1,4040.72
13.3,-73.99276,40.753425,-73.953695,40.799692,1,6105.24
15.5,-73.973638,40.757932,-73.997785,40.724342,1,4251.31
11.7,-73.996488,40.715461,-73.962013,40.675299,4,5327.43
11.7,-73.86279,40.768853,-73.910578,40.781952,2,4288.51
6.1,-73.96678,40.757327,-73.982874,40.739181,1,2430.65
15.0,-73.977737,40.786840000000005,-74.00841,40.736417,1,6169.41
10.1,-74.0139,40.7078,-73.9923,40.7493,0,4956.63
12.5,-73.99691999999999,40.72064,-73.98808000000001,40.74819,1,3149.21
3.5,-73.97251999999999,40.753437,-73.968294,40.760745,1,886.54
6.1,-73.98786199999999,40.738565,-73.999763,40.72195,1,2101.2
4.5,-73.965141,40.791169,-73.97085799999999,40.795761,1,702.03
12.5,-74.00157,40.746642,-73.98325799999999,40.775935,1,3601.75
35.7,-73.786907,40.640095,-73.926152,40.752918,2,17189.5
8.5,-73.974902,40.763257,-73.989848,40.752,5,1776.39
8.5,-73.948065,40.71932,-73.981378,40.725583,1,2899.18
4.0,-73.979315,40.776897,-73.986242,40.780575,1,713.27
3.3,-73.996055,40.725228,-73.994737,40.719624,1,632.2
15.7,-73.977711,40.751507,-74.01070899999999,40.709197,1,5463.17
8.9,-73.96248299999999,40.773237,-73.982075,40.779066,1,1776.1
15.5,0.0,0.0,-73.97980499267578,40.78602981567383,1,8666723.62
4.5,-73.95896,40.759771,-73.968562,40.757476,1,849.92
29.3,-73.93961,40.841325,-73.91253,40.76911,1,8338.69
5.7,-73.98522,40.723707,-73.99152,40.735177,2,1380.45
10.5,-73.971685,40.762707,-73.995203,40.759983,1,2008.72
10.0,-73.98944854736328,40.73759078979492,-73.97264862060547,40.75937271118164,1,2804.27
9.3,-73.994087,40.751154,-73.982028,40.758136,4,1279.91
7.3,-73.98158000000001,40.763143,-74.000254,40.759134,3,1638.44
8.0,-74.015043,40.714613,-74.00794300000001,40.705562,1,1170.55
10.5,-73.973467,40.757442,-73.99736700000001,40.724577,2,4170.71
10.9,-74.00716899999999,40.713268,-73.98691099999999,40.725255,1,2168.31
4.0,-73.989765,40.75674,-73.9832,40.761088,1,735.15
5.3,-73.968733,40.786187,-73.980648,40.774107,1,1676.66
11.0,-73.990382,40.756108000000005,-73.98875799999999,40.739479,3,1851.72
8.5,-73.966798,40.804314,-73.982236,40.775824,1,3421.62
10.1,-73.92870500000001,40.753475,-73.92870500000001,40.753475,1,0.0
7.7,-74.00555899999999,40.745773,-73.976892,40.736789,2,2618.79
5.0,-73.97785,40.726059,-73.979853,40.727001,1,198.94
6.9,-73.955365,40.76489,-73.957835,40.767198,1,330.43
8.5,-73.985763,40.767742,-73.97381,40.753972,1,1832.2
49.8,-73.78974699999999,40.648142,-73.985225,40.744325,1,19673.68
6.9,-73.969563,40.790342,-73.99117,40.760643,2,3768.87
10.0,-73.97529,40.762167,-73.978365,40.750115,2,1363.32
8.1,-73.978615,40.753807,-73.96386,40.771023,1,2281.94
7.7,-73.991653,40.684999,-73.968497,40.674008,2,2306.95
6.5,-73.974151,40.747188,-73.99212,40.738022,2,1827.42
13.5,-73.99364,40.7525,-73.98147,40.7558,1,1091.1
8.5,-74.001552,40.746532,-73.977492,40.76431,1,2832.95
6.9,-73.961988,40.773478,-73.967392,40.787932,1,1668.67
43.0,-73.87081909179686,40.773681640625,-73.97480773925781,40.63471984863281,1,17758.39
6.5,-73.981443,40.741223,-73.97009,40.756593,1,1957.69
15.7,-73.996386,40.748545,-74.010177,40.719637,2,3415.04
6.9,-73.979605,40.735331,-73.965554,40.754758,1,2462.21
13.5,-73.99002838134766,40.7345085144043,-73.96251678466798,40.77288436889648,1,4853.76
7.0,-73.96212,40.776277,-73.979177,40.783587,5,1652.93
4.9,-73.977352,40.760313,-73.959138,40.759398,1,1541.34
3.0,-73.98825699999999,40.737727,-73.986637,40.739952,5,282.44
2.9,-73.92217,40.818883,-73.923458,40.816345,1,302.07
13.0,-73.949565,40.77688,-73.953507,40.806867,5,3346.63
6.1,-73.93640699999999,40.76023,-73.916337,40.764532,1,1760.69
12.1,-73.94614200000001,40.781162,-73.965843,40.80514,2,3139.25
13.7,-73.973387,40.784707,-73.98787,40.751617,1,3872.74
13.7,-73.99023299999999,40.741791,-74.009532,40.704917,1,4407.49
12.5,0.0,0.0,0.0,0.0,2,0.0
4.5,-73.989575,40.758767,-73.969325,40.76603,6,1890.52
7.7,-73.967425,40.760568,-73.976065,40.776113,2,1874.06
22.0,-73.97845,40.736707,-73.93490200000001,40.810442,6,8975.71
7.3,-73.97304799999999,40.76212,-73.952492,40.766412,2,1799.88
